b2_0 [-0.00073576]
b2_1 [  9.04903743e-05]
b2_2 [ 0.00031516]
b2_3 [ 0.00016892]
b2_4 [ 0.00036485]
b1_52 [  3.79326384e-07]
b1_152 [ -7.62259287e-06]
b2_0 [-0.00077026]
b2_1 [  9.28702885e-05]
b2_2 [ 0.00032263]
b2_3 [ 0.00016002]
b2_4 [ 0.00033815]
b1_52 [  3.25339666e-07]
b1_152 [ -7.97956167e-06]
b2_0 [-0.00078288]
b2_1 [  8.55755256e-05]
b2_2 [ 0.00032091]
b2_3 [ 0.00015942]
b2_4 [ 0.00036032]
b1_52 [  3.86091048e-07]
b1_152 [ -7.41740387e-06]
b2_0 [-0.00077746]
b2_1 [ 0.00014427]
b2_2 [ 0.00031667]
b2_3 [ 0.00014488]
b2_4 [ 0.00034492]
b1_52 [  3.37228386e-07]
b1_152 [ -8.40581311e-06]
b2_0 [-0.0008334]
b2_1 [  8.15146948e-05]
b2_2 [ 0.00037422]
b2_3 [ 0.00017068]
b2_4 [ 0.00039873]
b1_52 [  3.77009299e-07]
b1_152 [ -8.33085956e-06]
b2_0 [-0.00085746]
b2_1 [ 0.00010669]
b2_2 [ 0.00037695]
b2_3 [ 0.00015419]
b2_4 [ 0.00039579]
b1_52 [  4.18112268e-07]
b1_152 [ -8.09457356e-06]
b2_0 [-0.00082741]
b2_1 [ 0.00011121]
b2_2 [ 0.00036737]
b2_3 [ 0.00011931]
b2_4 [ 0.00038472]
b1_52 [  4.19721884e-07]
b1_152 [ -7.96249572e-06]
b2_0 [-0.00086891]
b2_1 [ 0.00013105]
b2_2 [ 0.00033364]
b2_3 [ 0.00010775]
b2_4 [ 0.00037457]
b1_52 [  3.82032573e-07]
b1_152 [ -7.95359764e-06]
b2_0 [-0.00084973]
b2_1 [ 0.00012621]
b2_2 [ 0.00032362]
b2_3 [ 0.00010711]
b2_4 [ 0.00038684]
b1_52 [  4.55694019e-07]
b1_152 [ -8.06353573e-06]
b2_0 [-0.00092313]
b2_1 [ 0.00013323]
b2_2 [ 0.00034131]
b2_3 [ 0.00013321]
